genres,app_name,specs,price,early_access,sentiment,metascore,year,genres_encoded
Action,N++ (NPLUSPLUS),"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Overwhelmingly Positive,90.0,2016,0
Strategy,Master of Orion,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",29.99,False,Mixed,74.0,2016,10
Strategy,Master of Orion 3,['Single-player'],9.99,False,Mixed,64.0,2003,10
Adventure,Virginia,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",9.99,False,Mixed,74.0,2016,1
Adventure,Metrico+,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",13.99,False,Positive,66.0,2016,1
Adventure,Guards,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Commentary available']",4.99,False,Very Positive,49.0,2016,1
Action,Okhlos: Omega,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",12.99,False,Very Positive,69.0,2016,0
RPG,Champions of Anteria™,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",29.99,False,Mixed,67.0,2016,6
Action,No Man's Sky,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",59.99,False,Mostly Negative,61.0,2016,0
Casual,Tricky Towers,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",14.99,False,Very Positive,80.0,2016,2
Action,ABZU,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,False,Very Positive,83.0,2016,0
Action,Near Death,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Very Positive,70.0,2016,0
Action,Overcooked,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",16.99,False,Very Positive,81.0,2016,0
Indie,She Remembered Caterpillars,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",11.99,False,Positive,82.0,2017,4
Action,Quadrilateral Cowboy,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Commentary available']",19.99,False,Very Positive,81.0,2016,0
Adventure,Mainlining,"['Single-player', 'Steam Trading Cards']",9.99,False,Very Positive,73.0,2017,1
Action,MilitAnt,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,8 user reviews,41.0,2016,0
Action,Tumblestone,"['Single-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",24.99,False,Positive,91.0,2016,0
Indie,Poly Bridge,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",11.99,False,Very Positive,73.0,2016,4
Action,The Real Texas,"['Single-player', 'Steam Achievements']",14.99,False,5 user reviews,74.0,2016,0
Action,Anarcute,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",14.99,False,Very Positive,79.0,2016,0
Adventure,Krai Mira: Extended Cut,"['Single-player', 'Steam Achievements']",7.99,False,Mixed,50.0,2016,1
Action,Arma 3 Apex,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Partial Controller Support', 'Steam Leaderboards', 'Includes level editor']",34.99,False,Very Positive,74.0,2016,0
Adventure,Song of the Deep,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Very Positive,71.0,2016,1
Action,Crush Your Enemies,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Very Positive,63.0,2016,0
Adventure,The Darkside Detective,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",12.99,False,Very Positive,75.0,2017,1
Action,Mighty No. 9,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,False,Mixed,52.0,2016,0
Adventure,VA-11 Hall-A: Cyberpunk Bartender Action,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Overwhelmingly Positive,77.0,2016,1
Indie,Space Run Galaxy,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Mostly Positive,75.0,2016,4
Simulation,Pro Cycling Manager 2016,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud']",19.99,False,Mixed,64.0,2016,8
Racing,Valentino Rossi The Game,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",39.99,False,Mostly Positive,72.0,2016,7
Indie,On Rusty Trails,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",12.99,False,Very Positive,77.0,2016,4
Free,WildStar: Adventure Pack,"['Multi-player', 'MMO', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",19.99,False,8 user reviews,82.0,2016,3
Free,WildStar: Hero Pack,"['Multi-player', 'MMO', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",49.99,False,6 user reviews,82.0,2016,3
Free,WildStar: Legend Pack (NA),"['Multi-player', 'MMO', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",99.99,False,2 user reviews,82.0,2016,3
Action,SteamWorld Heist,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Overwhelmingly Positive,81.0,2016,0
Strategy,Last Days of Old Earth,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",24.99,False,Mixed,66.0,2016,10
Action,WASTED,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",12.99,False,Mostly Positive,68.0,2016,0
Simulation,Hearts of Iron IV,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",39.99,False,Very Positive,83.0,2016,8
Casual,Super Duper Party Pooper,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",0.99,False,Very Positive,40.0,2016,2
Action,Hunter's Legacy,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",6.99,False,Mixed,58.0,2016,0
Action,Hard Reset Redux,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,False,Very Positive,73.0,2016,0
Action,Dangerous Golf,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards']",19.99,False,Mostly Positive,54.0,2016,0
Action,Brigador: Up-Armored Edition,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Overwhelmingly Positive,70.0,2016,0
Action,SENRAN KAGURA SHINOVI VERSUS,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",29.99,False,Overwhelmingly Positive,70.0,2016,0
Action,TurnOn,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud']",14.99,False,Mostly Positive,67.0,2016,0
Action,Excubitor,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Mixed,69.0,2016,0
Action,Blacksea Odyssey,"['Single-player', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards']",9.99,False,Very Positive,74.0,2016,0
Action,Total War: WARHAMMER,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",59.99,False,Mostly Positive,86.0,2016,0
Adventure,Lumo,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Mostly Positive,77.0,2016,1
Action,POSTAL Redux,"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",8.99,False,Very Positive,54.0,2016,0
Action,Koihime Enbu,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Very Positive,68.0,2016,0
Strategy,Sengoku Jidai: Shadow of the Shogun,"['Single-player', 'Multi-player', 'Includes level editor']",29.99,False,Mostly Positive,80.0,2016,10
Adventure,Demetrios - The BIG Cynical Adventure,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Positive,72.0,2016,1
nan,The Punisher,['Captions available'],3.99,False,,67.0,2004,11
Action,DOOM,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",29.99,False,Very Positive,85.0,2016,0
Action,Scrap Garden,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Mostly Positive,58.0,2016,0
Action,Dead Effect 2,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",11.99,False,Mostly Positive,53.0,2016,0
Simulation,Stellaris,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",39.99,False,Very Positive,78.0,2016,8
Action,Neon Chrome,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",14.99,False,Very Positive,74.0,2016,0
nan,Reservoir Dogs,['Captions available'],3.99,False,7 user reviews,50.0,1992,11
nan,FROM DUSK TILL DAWN,['Captions available'],3.99,False,2 user reviews,58.0,1996,11
Adventure,March of the Living,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,Mostly Positive,63.0,2016,1
Action,Megamagic: Wizards of the Neon Age,"['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,False,Mixed,67.0,2016,0
Adventure,Don't Starve Together,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop']",14.99,False,Overwhelmingly Positive,83.0,2016,1
Strategy,Battlefleet Gothic: Armada,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled']",39.99,False,Mixed,77.0,2016,10
Action,Rogue Stormers,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,False,Mixed,68.0,2016,0
Indie,Stephen's Sausage Roll,"['Single-player', 'Full controller support', 'Captions available', 'Steam Cloud']",29.99,False,Very Positive,90.0,2016,4
Action,Battlezone 98 Redux,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Very Positive,75.0,2016,0
Adventure,Danganronpa 2: Goodbye Despair,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Overwhelmingly Positive,83.0,2016,1
Adventure,HEX: Shards of Fate,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Trading Cards', 'In-App Purchases']",87.94,False,Mixed,87.0,2016,1
Action,IS Defense,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",5.99,False,Very Positive,50.0,2016,0
Indie,The Banner Saga 2,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,False,Very Positive,82.0,2016,4
RPG,FINAL FANTASY IX,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",20.99,False,Very Positive,84.0,2016,6
Adventure,Goetia,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Very Positive,79.0,2016,1
Adventure,Everybody's Gone to the Rapture,"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud']",19.99,False,Mixed,76.0,2016,1
Action,Aurion: Legacy of the Kori-Odan,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats']",14.99,False,Very Positive,69.0,2016,0
Action,DARK SOULS™ III,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",59.99,False,Very Positive,89.0,2016,0
Action,Stories: The Path of Destinies,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Very Positive,74.0,2016,0
Action,Mushroom Wars,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,False,Mostly Positive,80.0,2016,0
Action,Kill to Collect,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Mostly Positive,57.0,2016,0
Action,Enter the Gungeon,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",14.99,False,Very Positive,84.0,2016,0
Adventure,1979 Revolution: Black Friday,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",5.99,False,Mostly Positive,80.0,2016,1
RPG,Baldur's Gate: Siege of Dragonspear,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Captions available']",19.99,False,Mostly Positive,77.0,2016,6
nan,Leap of Fate,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",15.99,False,Very Positive,80.0,2016,11
Action,Epistory - Typing Chronicles,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards']",14.99,False,Overwhelmingly Positive,74.0,2016,0
Adventure,Magical Eyes - Red is for Anguish,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",14.99,False,Positive,77.0,2016,1
Adventure,The Last Door: Season 2 - Collector's Edition,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",9.99,False,Very Positive,85.0,2016,1
Action,Slain: Back from Hell,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",12.99,False,Mostly Positive,74.0,2016,0
Adventure,The Descendant: Rest of Season,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",14.99,False,4 user reviews,57.0,2016,1
Adventure,The Descendant,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",14.99,False,Very Positive,59.0,2016,1
Adventure,Day of the Tentacle Remastered,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Commentary available']",14.99,False,Overwhelmingly Positive,86.0,2016,1
Simulation,Polaris Sector,['Single-player'],39.99,False,Mixed,76.0,2016,8
Indie,Out of the Park Baseball 17,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",19.99,False,Very Positive,92.0,2016,4
Indie,Music Pack - Music for Code EP,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support']",3.99,False,2 user reviews,85.0,2016,4
Adventure,Moon Hunters,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",14.99,False,Mostly Positive,62.0,2016,1
Simulation,WWE 2K16,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Full controller support']",49.99,False,Mixed,74.0,2016,8
Action,Deathsmiles,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,Very Positive,78.0,2016,0
Indie,"Gremlins, Inc.","['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",14.99,False,Very Positive,75.0,2016,4
Action,Ares Omega,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",0.99,False,4 user reviews,49.0,2016,0
Action,Into the Stars,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",19.99,False,Mixed,61.0,2016,0
Action,E.T. Armies,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,False,Mixed,54.0,2016,0
Indie,Stardew Valley,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",14.99,False,Overwhelmingly Positive,89.0,2016,4
Action,Far Cry® Primal,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",49.99,False,Mostly Positive,74.0,2016,0
Adventure,Shardlight,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,Very Positive,75.0,2016,1
Adventure,Deponia Doomsday,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Very Positive,76.0,2016,1
Action,Blood Alloy: Reborn,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",12.99,False,Positive,48.0,2016,0
Adventure,Soul Axiom,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Mixed,57.0,2016,1
Action,Grim Dawn,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",24.99,False,Very Positive,83.0,2016,0
Adventure,Heaven's Hope - Special Edition,"['Single-player', 'Steam Achievements']",19.99,False,Positive,74.0,2016,1
Action,Ninja Senki DX,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,Mostly Positive,72.0,2016,0
Action,Obliteracers,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Mixed,78.0,2016,0
Action,Devil Daggers,['Single-player'],4.99,False,Overwhelmingly Positive,83.0,2016,0
Simulation,Cities: Skylines - Snowfall,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']",12.99,False,Mixed,72.0,2016,8
Simulation,"Codename: Panzers, Phase One","['Single-player', 'Multi-player', 'Includes level editor']",14.99,False,Very Positive,81.0,2004,8
Simulation,"Codename: Panzers, Phase Two","['Single-player', 'Multi-player', 'Co-op', 'Includes level editor']",14.99,False,Positive,80.0,2005,8
Action,ARSLAN: THE WARRIORS OF LEGEND,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']",59.99,False,Mostly Positive,57.0,2016,0
Indie,American Truck Simulator,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']",19.99,False,Very Positive,76.0,2016,4
Adventure,Firewatch,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Very Positive,81.0,2016,1
Strategy,XCOM® 2,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",59.99,False,Very Positive,88.0,2016,10
Action,Cobalt,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",14.99,False,Very Positive,69.0,2016,0
Adventure,Rusty Lake Hotel,"['Single-player', 'Steam Trading Cards']",1.99,False,Very Positive,65.0,2016,1
Indie,CALENDULA,"['Single-player', 'Steam Achievements', 'Steam Cloud']",6.99,False,Mostly Positive,67.0,2016,4
Action,DarkMaus,"['Single-player', 'Partial Controller Support']",9.99,False,Very Positive,83.0,2016,0
Strategy,Nemesis of the Roman Empire,['Single-player'],9.99,False,Positive,74.0,2004,10
Adventure,The Order of the Thorne - The King's Challenge,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",9.99,False,Positive,71.0,2016,1
Action,Crashlands,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,False,Very Positive,78.0,2016,0
Action,Dinocide,"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Mixed,51.0,2016,0
Action,Move or Die,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']",14.99,False,Very Positive,80.0,2016,0
Indie,The Westport Independent,"['Single-player', 'Steam Achievements', 'Steam Cloud']",9.99,False,Mixed,63.0,2016,4
Strategy,Warlords Battlecry III,"['Single-player', 'Steam Trading Cards']",9.99,False,Mostly Positive,73.0,2004,10
Adventure,Monumental,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",9.99,False,3 user reviews,41.0,2016,1
Action,Between Me and The Night,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,False,Mostly Positive,62.0,2016,0
Action,Slybots: Frantic Zone,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",6.99,False,Mixed,65.0,2016,0
Action,Gemini: Heroes Reborn,"['Single-player', 'Steam Achievements', 'Full controller support']",14.99,False,Mostly Positive,54.0,2016,0
Action,Shooting Stars!,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",4.99,False,Very Positive,59.0,2016,0
Action,The Aquatic Adventure of the Last Human,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Mostly Positive,76.0,2016,0
Action,The Bug Butcher,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",7.99,False,Very Positive,81.0,2016,0
Action,The Deadly Tower of Monsters,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Very Positive,73.0,2016,0
Indie,Darkest Dungeon®,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",24.99,False,Very Positive,84.0,2016,4
Indie,Echoes of Aetheria,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",14.99,False,Very Positive,77.0,2016,4
Simulation,Falcon 4.0,"['Single-player', 'Multi-player', 'Steam Trading Cards']",6.99,False,Mostly Positive,85.0,1998,8
Adventure,Anomaly 1729,"['Single-player', 'Full controller support']",9.99,False,Positive,49.0,2015,1
Indie,Pony Island,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",4.99,False,Overwhelmingly Positive,86.0,2016,4
Action,Sora,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",8.99,False,Very Positive,74.0,2016,0
Indie,SimplePlanes,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']",12.99,False,Very Positive,67.0,2015,4
Strategy,Total Annihilation,"['Single-player', 'Multi-player']",4.99,False,Overwhelmingly Positive,86.0,1997,10
Adventure,Aviary Attorney,"['Single-player', 'Steam Trading Cards', 'Captions available']",14.99,False,Very Positive,77.0,2015,1
Indie,UnderRail,"['Single-player', 'Steam Achievements']",14.99,False,Very Positive,72.0,2015,4
Adventure,Swords and Sorcery - Underworld - Definitive Edition,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,Mostly Positive,66.0,2015,1
Action,Red Game Without A Great Name,['Single-player'],2.99,False,6 user reviews,55.0,2015,0
Action,Zombie Vikings,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",11.99,False,Mostly Positive,74.0,2015,0
Action,Nuclear Throne,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",11.99,False,Overwhelmingly Positive,88.0,2015,0
Action,HELLDIVERS™,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Valve Anti-Cheat enabled']",19.99,False,Very Positive,83.0,2015,0
RPG,Lords of the Realm II,['Single-player'],2.99,False,Very Positive,77.0,1996,6
Simulation,Lords of the Realm III,['Single-player'],4.99,False,Mostly Negative,65.0,2004,8
Adventure,Don't Starve: Shipwrecked,"['Single-player', 'Downloadable Content', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",4.99,False,Overwhelmingly Positive,77.0,2015,1
Adventure,CLANNAD,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",49.99,False,Overwhelmingly Positive,83.0,2015,1
Action,12 is Better Than 6,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",9.99,False,Very Positive,74.0,2015,0
Indie,Thea: The Awakening,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",19.99,False,Very Positive,73.0,2015,4
Adventure,Hard West,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Mostly Positive,73.0,2015,1
Action,Assassin's Creed® Syndicate,"['Single-player', 'In-App Purchases', 'Partial Controller Support']",39.99,False,Mostly Positive,74.0,2015,0
