genres,app_name,specs,price,early_access,sentiment,metascore,publisher_encoded,app_name_encoded,title_encoded,url_encoded,developer_encoded,sentiment_encoded,genres_encoded,tags_encoded,reviews_url_encoded,specs_encoded,year
Indie,Fantasy Grounds -  Mini-Dungeon #001: Buried Council Chambers (PFRPG),Multi,2.99,False,Unknown,0.0,7288,9191,8583,21564,8445,14,10,171,21563,12,2016
Indie,Fantasy Grounds -  Mini-Dungeon #002: Hobgoblin Lair (PFRPG),Multi,2.99,False,Unknown,0.0,7288,9192,8584,21578,8445,14,10,171,21577,12,2016
Indie,Fantasy Grounds - Mini-Dungeon #004: Summoner's Remorse (PFRPG),Multi,2.99,False,Unknown,0.0,7288,9633,9025,21619,8445,14,10,171,21618,12,2016
Indie,Fantasy Grounds - Mini-Dungeon #003: Shrine of the Earth Barons (PFRPG),Multi,2.99,False,Unknown,0.0,7288,9631,9023,21590,8445,14,10,171,21589,12,2016
Indie,Fantasy Grounds - Mini-Dungeon #005: The Soularium (PFRPG),Multi,2.99,False,Unknown,0.0,7288,9635,9027,21681,8445,14,10,171,21680,12,2016
Casual,Time Leap Paradise SUPER LIVE!,Single,9.99,False,Mostly,0.0,2649,28110,26399,19955,3594,10,5,66,19954,17,2016
nan,OneManVurgeR,Single,6.99,False,8,0.0,7288,18173,27768,21286,9767,7,22,5,21285,17,1999
Casual,Time Leap Paradise SUPER LIVE! Encore Pack,Single,9.99,False,8,0.0,2649,28111,26400,21053,3594,7,5,26,21052,17,2016
Design,Virtual Battlemap DLC - Deserts,Downloadable,14.99,False,Unknown,0.0,2030,30012,28105,21780,2741,14,6,45,21779,4,2016
Indie,Fantasy Grounds - Mini-Dungeon #006: Abandoned Shrine (PFRPG),Multi,2.99,False,Unknown,0.0,7288,9637,9029,21789,8445,14,10,171,21788,12,2016
Adventure,CAFE 0 ~The Sleeping Beast~ - Original Soundtrack,Single,5.99,False,2,0.0,8116,3747,3494,21745,8200,1,2,6,21744,17,2016
Action,Mobile Astro,Single,2.99,False,4,0.0,5645,16707,15659,21891,7529,3,1,5,21890,17,2016
Action,Swingin Swiggins,Single,1.99,False,3,0.0,3565,25881,24310,21125,4770,2,1,86,21124,17,2016
Action,peakvox Mew Mew Chamber for Steam,Single,2.99,False,Positive,0.0,8079,31917,29894,21089,10800,13,1,5,21088,17,2016
Strategy,Zeus + Poseidon,Single,9.99,False,Very,0.0,260,31584,29584,21947,4504,15,18,171,21946,17,2016
Simulation,Pharaoh + Cleopatra,Single,9.99,False,Very,0.0,260,18888,17712,21846,4504,15,15,171,21845,17,1999
Simulation,Train Simulator: Peninsula Corridor: San Francisco – San Jose Route Add-On,Single,39.99,False,Mixed,0.0,2019,28834,27094,15043,2724,9,15,155,15042,17,2016
nan,Arma 3 Community Guide Series,nan,0.0,False,Positive,0.0,7288,1614,1503,20642,9767,13,22,180,20641,22,2013
Action,BOTOLO,Single,14.99,False,2,0.0,3320,2272,2132,20711,4423,1,1,5,20710,17,2016
Racing,Kennedy and Kitchens Spotter Audio,Single,0.99,False,Unknown,0.0,2098,14211,13331,21676,6098,14,14,139,21675,17,2016
Racing,Challenge Pack 4,Single,0.99,False,1,0.0,2098,4407,4111,21674,6098,0,14,139,21673,17,2016
Racing,Paint Scheme Pack 9,Single,4.99,False,Unknown,0.0,2098,18618,17461,21679,6098,14,14,139,21678,17,2016
Racing,Paint Scheme Pack 8,Single,4.99,False,Unknown,0.0,2098,18617,17460,21678,6098,14,14,139,21677,17,2016
Racing,Toyota Paint Scheme Pack 4,Single,0.0,False,2,0.0,2098,28548,26812,21680,6098,1,14,139,21679,17,2016
Racing,Toyota Challenge Pack 4,Single,0.0,False,1,0.0,2098,28544,26808,21675,6098,0,14,139,21674,17,2016
Action,Castle Torgeath: Descent into Darkness,Single,7.99,False,Mostly,0.0,930,4284,3996,13997,2829,10,1,6,13996,17,2016
Adventure,Riders of Icarus: Elite Ranger's Fury Package,Single,9.99,False,4,0.0,4754,21052,19726,21883,10108,3,2,6,21882,17,2016
Adventure,Riders of Icarus: Heroic Ranger's Fury Package,Single,24.99,False,3,0.0,4754,21054,19728,21884,10108,2,2,6,21883,17,2016
Adventure,Riders of Icarus: Legendary Ranger's Fury Package,Single,44.99,False,2,0.0,4754,21056,19730,21885,10108,1,2,6,21884,17,2016
Indie,Fantasy Grounds - Cold Mountain (5E),Multi,6.99,False,Unknown,0.0,7288,9355,8747,21790,8445,14,10,171,21789,12,2016
Indie,Fantasy Grounds - Savage Worlds: Winter Eternal,Multi,9.99,False,Unknown,0.0,7288,9837,9229,19194,8445,14,10,171,19193,12,2016
Indie,Fantasy Grounds - Winter Eternal Adventure Guide: The wastelands (Savage Worlds),Multi,4.99,False,Unknown,0.0,7288,9991,9383,21980,8445,14,10,171,21979,12,2016
Indie,Fantasy Grounds - Mini-Dungeon #019: The Goblin Warren (5E),Multi,2.99,False,Unknown,0.0,7288,9662,9054,21420,8445,14,10,171,21419,12,2016
Indie,Fantasy Grounds - Mini-Dungeon #020: Sepulchre of the Witching Hour's Sage (5E),Multi,2.99,False,Unknown,0.0,7288,9664,9056,21544,8445,14,10,171,21543,12,2016
Indie,Fantasy Grounds - Under Frozen Stars (PFRPG),Multi,4.99,False,Unknown,0.0,7288,9964,9356,22191,8445,14,10,171,22190,12,2016
Action,Ant-gravity: Tiny's Adventure,Single,12.99,False,1,0.0,6176,1438,1344,19339,8222,0,1,5,19338,17,2016
nan,Merry Snowballs,Single,5.99,False,Positive,0.0,7288,16387,27768,22040,9767,13,22,26,22039,17,1999
Indie,Bamboo EP,Single,5.99,False,Positive,0.0,6379,2389,2241,21616,8501,13,10,86,21615,17,2016
Casual,FourChords Guitar Karaoke - EDM Essentials III,Single,4.99,False,Unknown,0.0,7288,10680,10035,21763,6166,14,5,86,21762,17,2016
Simulation,FSX Steam Edition: B-47 Stratojet™ Add-On,Single,12.99,False,4,0.0,2015,8767,8171,17363,9941,3,15,155,17362,17,2016
Casual,Pandarama: The Lost Toys,Single,0.99,False,Mostly,0.0,7971,18659,17500,21731,10666,10,5,86,21730,17,2016
Adventure,Endless Fables: The Minotaur's Curse,Single,9.99,False,Positive,0.0,573,8120,7563,18202,8914,13,2,6,18201,17,2016
RPG,Return to Krondor,Single,5.99,False,Mixed,0.0,260,20941,19622,21881,7336,9,13,136,21880,17,1998
Action,Police Quest: SWAT,Single,5.99,False,Mixed,0.0,260,19324,18116,21575,10402,9,1,171,21574,17,1995
Action,The Butterfly Sign,Single,4.99,False,Mixed,0.0,5537,26811,25201,20750,7372,9,1,6,20749,17,2016
Strategy,NOBUNAGA'S AMBITION / 信長の野望,Single,12.99,False,2,0.0,3696,17266,16182,20646,4986,1,18,171,20645,17,2016
Strategy,Aoki Ookami to Shiroki Mejika / 蒼き狼と白き牝鹿,Single,12.99,False,1,0.0,3696,1478,1382,20647,4986,0,18,171,20646,17,2016
Strategy,Romance of the Three Kingdoms / 三國志,Single,12.99,False,5,0.0,3696,22675,21329,19274,4986,4,18,171,19273,17,2016
Action,Grave Danger,Single,14.99,False,7,0.0,3520,11825,11120,21319,4698,6,1,6,21318,17,2016
Action,Nother: an indie souls-like,Single,9.99,False,5,0.0,5939,17783,16673,20688,6389,4,1,6,20687,17,2016
Simulation,A-Train PC Classic / みんなのA列車で行こうPC,Single,59.99,False,Mostly,0.0,6004,462,431,17393,242,10,15,155,17392,17,2016
Action,Air Missions: HAVOC,Single,2.99,False,1,0.0,108,974,913,20945,106,0,1,5,20944,17,2016
Free,Steel Ocean - Christmas Day Package,Multi,11.99,False,6,0.0,1322,25229,23696,21426,4379,5,9,155,21425,12,2016
Action,The Butterfly Sign - Original Soundtrack,Single,0.99,False,Unknown,0.0,5537,26812,25202,21122,7373,14,1,5,21121,17,2016
Indie,"Happy Birthday, Bernard",Single,4.99,False,1,0.0,4977,12340,11598,21099,6660,0,10,86,21098,17,2016
Action,Air Missions: HOKUM,Single,2.99,False,Unknown,0.0,108,977,916,21742,106,14,1,5,21741,17,2016
Free,Steel Ocean - Mega Merit Package 1,Multi,29.99,False,Mostly,0.0,1322,25231,23698,21427,4379,10,9,66,21426,12,2016
Indie,Fantasy Grounds - Under Frozen Stars (5E),Multi,5.99,False,Unknown,0.0,7288,9963,9355,22190,8445,14,10,171,22189,12,2016
Indie,Talisman - Character Pack #14 - Martial Artist,Single,1.99,False,2,0.0,593,26416,24827,3549,6490,1,10,171,3548,17,2016
Indie,Talisman - Character Pack #15 - Saracen,Single,1.99,False,1,0.0,4849,26417,24828,3550,6490,0,10,171,3549,17,2016
Action,Defense Zone 3 Ultra HD,Single,2.99,False,Very,0.0,571,6578,6152,6520,740,15,1,171,6519,17,2016
Action,Air Missions: HIP,Single,2.99,False,Unknown,0.0,108,976,915,20946,106,14,1,5,20945,17,2016
Action,GUILTY GEAR Xrd -REVELATOR-,Single,29.99,False,Very,0.0,525,11122,10459,19196,674,15,1,61,19195,17,2016
Action,Additional Playable Character KUM HAEHYUN,Single,4.99,False,3,0.0,525,766,712,20965,674,2,1,5,20964,17,2016
Indie,Super Dungeon Tactics,Single,19.99,False,Mostly,0.0,7270,25657,24103,16023,9745,10,10,136,16022,17,2016
Casual,FourChords Guitar Karaoke - Christina Perri,Single,4.99,False,Unknown,0.0,7288,10669,10024,21760,6166,14,5,86,21759,17,2016
RPG,InfinitasDM - Adventurer's Kit,Local,19.99,False,Unknown,0.0,627,13510,12681,22216,808,14,13,171,22215,10,2016
Adventure,Sally Face,Single,2.99,False,Very,0.0,6552,23219,21844,20458,8748,15,2,86,20457,17,2016
Adventure,Sally Face EPISODE TWO + Season Pass,Single,11.99,False,Very,0.0,6552,23220,21845,22051,8748,15,2,86,22050,17,2016
Action,DARIUSBURST Chronicle Saviours - Deathsmiles,Single,4.99,False,3,0.0,1834,5815,5429,17748,7334,2,1,5,17747,17,2016
Action,DARIUSBURST Chronicle Saviours - ketsui,Single,4.99,False,3,0.0,1834,5828,5442,17749,7334,2,1,5,17748,17,2016
Racing,Car Mechanic Simulator 2015 - Bentley,Single,5.99,False,Positive,0.0,5343,4171,3891,14196,7576,13,14,139,14195,17,2016
Action,DARIUSBURST Chronicle Saviours - DoDonPachi Resurrection,Single,4.99,False,2,0.0,1834,5816,5430,17747,7334,1,1,5,17746,17,2016
Simulation,FSX Steam Edition: Farm Air Add-On,Single,5.99,False,Mostly,0.0,2015,8796,8200,20148,9056,10,15,155,20147,17,2016
Adventure,天使帝國四《Empire of Angels IV》,Single,14.99,False,Mostly,0.0,5984,32038,30007,21720,7979,10,2,171,21719,17,2016
nan,AmaranTime,Single,4.99,True,1,0.0,7288,1214,27768,21992,9767,0,22,52,21991,17,1999
Action,DeathCrank,Multi,9.99,True,2,0.0,541,6471,6050,11352,696,1,1,52,11351,12,2016
nan,Pixel bomb! bomb!!,Single,2.99,False,1,0.0,7288,19165,27768,21993,9767,0,22,5,21992,17,1999
nan,"Unlocked: The World of Games, Revealed",Captions,2.99,False,8,0.0,7288,29559,27776,21169,9767,7,22,49,21168,0,2016
nan,Fist of Physics,Single,9.99,True,Mostly,0.0,7288,10348,27768,17982,9767,10,22,52,17981,17,1999
Action,Hoplite,Single,0.99,False,Mixed,0.0,1110,12986,12198,22074,1444,9,1,26,22073,17,2016
nan,Wipe Out VR,Single,2.99,False,2,0.0,7288,30917,27768,21185,9767,1,22,155,21184,17,1999
RPG,InfinitasDM - Teeth of The Bloodwolf,Local,6.99,False,Unknown,0.0,627,13514,12685,22189,808,14,13,171,22188,10,2016
Action,Aplowcalypse,Single,0.0,False,Positive,0.0,886,1484,1387,16212,1154,13,1,66,16211,17,2016
Action,Additional Playable Character DIZZY,Single,4.99,False,Positive,0.0,525,765,711,20966,674,13,1,5,20965,17,2016
Action,Additional Playable Character RAVEN,Single,1.99,False,4,0.0,525,767,713,20967,674,3,1,5,20966,17,2016
Action,GGXrdR System Voice Pack,Single,11.99,False,1,0.0,525,11056,10394,20968,674,0,1,5,20967,17,2016
Action,Arrange Costume Set Elphelt,Single,1.99,False,5,0.0,525,1683,1568,20970,674,4,1,5,20969,17,2016
Action,GGXrdR Character Colors Pack,Single,11.99,False,5,0.0,525,11055,10393,20969,674,4,1,5,20968,17,2016
Indie,Crash Wheels,Single,4.99,True,Mostly,0.0,5553,5391,5030,18954,7394,10,10,52,18953,17,2016
nan,Heaven Forest - VR MMO,Single,0.99,False,Mostly,0.0,7288,12515,27768,16731,9767,10,22,100,16730,17,1999
Free,Operation: New Earth,Online,0.0,False,Mixed,0.0,3251,18234,17101,19736,4336,9,9,171,19735,14,2016
Action,Awesomenauts - Malicious Max Skin,Single,5.49,False,2,0.0,7288,2074,1938,21413,7852,1,1,171,21412,17,2016
Action,Stereo Aereo,Single,3.99,False,6,58.0,3403,25281,23748,20117,9310,5,1,5,20116,17,2016
Action,Space Rift NON-VR - Episode 1,Single,9.99,False,1,0.0,7890,24660,23177,21109,9904,0,1,5,21108,17,2016
Adventure,Chimeras: Tune of Revenge Collector's Edition,Single,9.99,False,Unknown,0.0,857,4534,4227,21892,2997,14,2,6,21891,17,2016
Action,Drift Into Eternity,Single,19.99,False,Positive,0.0,7540,7428,6928,13993,10106,13,1,6,13992,17,2016
Action,Guardians of Ember - Immortal DLC,Online,0.0,False,4,0.0,3443,11982,11266,19561,7896,3,1,5,19560,14,2016
nan,Punch Bomb,Single,6.99,True,Positive,0.0,7288,19768,27768,18626,9767,13,22,52,18625,17,1999
Adventure,The Little Acre,Single,12.99,False,Very,62.0,1632,27369,25726,13452,6979,15,2,6,13451,17,2016
Adventure,The Little Acre - Digital Art Book,Single,0.0,False,2,0.0,1632,27370,25727,21236,6979,1,2,6,21235,17,2016
Action,Tom Clancy's Rainbow Six® Siege - Montagne Bushido Set,Single,7.99,False,Mixed,0.0,7288,28255,26535,22100,9706,9,1,5,22099,17,2016
Action,Guardians of Ember - Mortal DLC,Online,0.0,False,4,0.0,3443,11983,11267,19562,7896,3,1,100,19561,14,2016
Action,Drive!Drive!Drive!,Single,19.99,False,7,0.0,1358,7446,6945,8852,10613,6,1,139,8851,17,2016
Casual,Pixel Puzzles Ultimate - Puzzle Pack: Snow & Ice,Single,5.99,False,Unknown,0.0,3684,19132,17942,21903,2262,14,5,171,21902,17,2016
Adventure,Ball of Light,Single,3.99,False,9,0.0,7667,2363,2217,20371,6434,8,2,6,20370,17,2016
Adventure,Whispered Secrets: The Story of Tideville Collector's Edition,Single,9.99,False,1,0.0,857,30736,28775,21842,3968,0,2,6,21841,17,2016
Free,Palinurus,Single,0.0,False,Very,0.0,7530,18650,17491,15749,10091,15,9,66,15748,17,2016
nan,Broken Blue,Single,0.0,False,Mixed,0.0,7288,3561,27768,21549,9767,9,22,66,21548,17,1999
Action,Tyrfing Cycle,Single,4.99,True,8,0.0,96,29316,27553,21786,2524,7,1,52,21785,17,2017
Action,Disney Infinity 1.0: Gold Edition,Single,29.99,False,Mostly,0.0,1961,7012,6550,20461,850,10,1,5,20460,17,2016
Action,Disney Infinity 3.0: Gold Edition,Single,29.99,False,Very,0.0,1961,7014,6552,20464,850,15,1,6,20463,17,2016
Adventure,Jade's Journey,Single,3.99,False,8,0.0,7513,13846,12996,21111,10077,7,2,6,21110,17,2016
Action,Disney Infinity 2.0: Gold Edition,Single,29.99,False,Positive,0.0,1961,7013,6551,20463,850,13,1,5,20462,17,2016
Adventure,Himawari - The Sunflower -,Single,34.99,False,Positive,0.0,4250,12838,12072,21232,10568,13,2,6,21231,17,2016
Action,Massive: Original Soundtrack,Single,0.99,False,Unknown,0.0,5888,16144,15141,22083,7860,14,1,5,22082,17,2016
Action,Gun Brothers: Original Soundtrack,Single,0.99,False,Unknown,0.0,5888,12028,11309,22090,7860,14,1,5,22089,17,2016
Simulation,World Boxing Manager,Single,4.99,False,Mostly,0.0,313,31034,29059,21797,371,10,15,171,21796,17,2016
Action,The Food Run,Single,1.99,False,5,0.0,7288,27079,25452,18278,989,4,1,26,18277,17,2016
Action,The Wizards Who Fell In A Hole,Single,1.99,False,3,0.0,7288,27912,26223,21733,989,2,1,86,21732,17,2016
Strategy,Stratego - Single Player,Single,6.99,False,Mostly,0.0,5025,25386,23846,17378,6713,10,18,171,17377,17,2016
Adventure,Delicious - Emily's Message in a Bottle,Single,12.99,False,Positive,0.0,2770,6610,6181,20430,3751,13,2,86,20429,17,2016
Adventure,Ghostlight Manor,Single,6.99,False,4,0.0,2686,11464,10786,21523,2610,3,2,26,21522,17,2016
Adventure,Subliminal Realms: The Masterpiece Collector's Edition,Single,9.99,False,3,0.0,857,25551,24002,21890,1359,2,2,6,21889,17,2016
Strategy,Congo Merc,Single,4.99,False,6,0.0,3166,5183,4837,18658,2784,5,18,171,18657,17,2016
Adventure,Epic Manager - Create Your Own Adventuring Agency!,Single,17.99,False,Mixed,0.0,4247,8214,7651,11351,5715,9,2,171,11350,17,2016
Indie,Quantum Chess,Single,9.99,True,Positive,0.0,5540,19925,18665,15437,7375,13,10,52,15436,17,2017
Action,Far East War,Single,0.0,False,Mostly,0.0,1200,10029,9419,20780,3288,10,1,66,20779,17,2013
Adventure,Natural - Beyond Nature -,Single,9.99,False,7,0.0,7798,17413,16325,20671,10461,6,2,86,20670,17,2016
Action,TY the Tasmanian Tiger,Single,14.99,False,Overwhelmingly,0.0,3852,26249,24666,12702,5190,12,1,6,12701,17,2016
Action,Brain In My Head,Single,4.99,False,Mostly,0.0,6802,3446,3217,21957,9093,10,1,5,21956,17,2016
Free,Prominence Poker,Single,0.0,False,Mostly,0.0,124,19707,18467,10782,7039,10,9,24,10781,17,2016
Action,DOA5LR AQUAPLUS Mashup Set,Single,31.99,False,5,0.0,7288,5956,5565,21841,9143,4,1,5,21840,17,2016
Action,INTRUDER - WAR AREAS,Single,15.99,True,6,0.0,5326,13303,12489,21393,7126,5,1,52,21392,17,2018
nan,Salvage Op,Single,0.99,False,8,0.0,7288,23229,27768,21718,9767,7,22,5,21717,17,1999
Action,Zone of Lacryma,Single,4.99,True,3,0.0,8077,31685,29673,17716,10796,2,1,52,17715,17,2016
Adventure,Red Spider-OST,Single,9.99,False,Unknown,0.0,8133,20690,19389,21986,10867,14,2,6,21985,17,2016
Adventure,Kokurase Episode 3,Single,4.99,False,1,0.0,1834,14460,13560,21492,10657,0,2,6,21491,17,2016
nan,Tornuffalo,Single,0.99,False,Positive,0.0,7288,28387,27768,20048,9767,13,22,5,20047,17,1999
Action,Seraph - Reaver (Costume Pack),Single,2.99,False,Unknown,0.0,7288,23587,22198,22014,2762,14,1,5,22013,17,2016
Action,Force of Nature,Single,7.99,False,Mostly,0.0,166,10552,9914,22081,187,10,1,38,22080,17,2016
nan,DragonWingsVR,Single,9.99,False,8,0.0,7288,7337,27768,21792,9767,7,22,26,21791,17,1999
Action,Filthy Lucre,Single,12.99,False,Mostly,0.0,2396,10241,9624,19964,3251,10,1,86,19963,17,2016
Action,ROBUST ROAD ROLLER,Single,4.99,False,2,0.0,2706,20107,18833,21453,3657,1,1,5,21452,17,2016
Action,Blue Screen Adventures,Single,0.0,False,Unknown,0.0,5053,3213,3009,19247,938,14,1,6,19246,17,1999
Action,Technoball,Single,2.99,False,4,0.0,5328,26543,24949,22058,2463,3,1,5,22057,17,2016
nan,WackyMoles,Single,5.99,False,1,0.0,7288,30260,27768,19554,9767,0,22,26,19553,17,1999
Free,Gods and Idols,Multi,0.0,True,Mixed,0.0,7399,11624,10933,13474,9923,9,9,52,13473,12,2016
Indie,Fantasy Grounds - Desert Canyons (Map Pack),Multi,7.99,False,Unknown,0.0,7288,9493,8885,21682,8445,14,10,171,21681,12,2016
Indie,LogicBots,Single,19.99,False,Very,0.0,3380,15178,14228,4522,4512,15,10,155,4521,17,2017
Casual,Expect The Unexpected,Single,6.99,False,Mostly,0.0,2929,8600,8016,19754,3940,10,5,136,19753,17,2016
Casual,ConflictCraft,Single,2.99,False,Mostly,0.0,747,5179,4833,17646,951,10,5,26,17645,17,2016
nan,The Jigsaw Puzzle Room,Single,1.99,False,4,0.0,7288,27239,27768,21979,9767,3,22,26,21978,17,1999
Indie,Fantasy Grounds - Deadlands Reloaded: OneSheet Adventure PAK (Savage Worlds),Multi,4.99,False,Unknown,0.0,7288,9481,8873,21920,8445,14,10,171,21919,12,2016
Adventure,OneShot,Single,9.99,False,Overwhelmingly,81.0,1834,18176,17046,13255,5432,12,2,125,13254,17,2016
Indie,Fantasy Grounds - Savage Suzerain GameMasters Edition (Savage Worlds),Multi,19.99,False,Unknown,0.0,7288,9820,9212,22080,8445,14,10,171,22079,12,2016
nan,CRAFT: Work VR Shop,Single,6.99,True,9,0.0,7288,3844,27768,21499,9767,8,22,52,21498,17,1999
Casual,Dexodonex,Single,4.99,False,6,0.0,6131,6849,6406,21124,8172,5,5,26,21123,17,2016
Action,Super LOH,Single,0.99,False,Mostly,0.0,1333,25687,24131,19972,1745,10,1,86,19971,17,2016
Simulation,Train Simulator: DB BR 10 Steam Loco Add-On,Single,19.99,False,5,0.0,2019,28679,26939,10300,7849,4,15,155,10299,17,2016
nan,Cargo Cult: Shoot'n'Loot VR,Single,14.99,False,9,0.0,7288,4219,27768,21917,9767,8,22,5,21916,17,1999
Indie,Triennale Game Collection,Single,0.0,False,Positive,0.0,6049,29083,27330,20341,5744,13,10,86,20340,17,2016
Adventure,Darkness and Flame: Born of Fire,Single,6.99,False,Mixed,0.0,2374,6249,5844,19702,3218,9,2,26,19701,17,2016
Action,Pixel Gladiator OST,Single,0.99,False,Unknown,0.0,7706,19062,17872,21989,10341,14,1,86,21988,17,2016
Casual,Campfire: One of Us Is the Killer,Multi,2.99,False,Mostly,0.0,240,4107,3834,19974,286,10,5,86,19973,12,2016
Action,Best Buds vs Bad Guys,Single,12.99,False,5,0.0,6685,2772,2599,17060,8922,4,1,5,17059,17,2016
Strategy,Tank Battle: Blitzkrieg,Single,9.99,False,6,0.0,3166,26468,24878,20396,4234,5,18,171,20395,17,2016
Action,cloudphobia,Single,5.99,False,8,0.0,5853,31760,29744,6879,5759,7,1,5,6878,17,2016
Adventure,Whiplash - Crash Valley,Single,5.99,False,Mixed,0.0,1894,30730,28770,21085,2573,9,2,86,21084,17,2016
Action,cloudphobia - OST,Single,0.0,False,Unknown,0.0,5853,31761,29745,21965,5759,14,1,5,21964,17,2016
nan,ROM: Extraction,Single,19.99,False,Mixed,0.0,7288,20113,27768,19861,9767,9,22,5,19860,17,1999
Adventure,Fierce Tales: The Dog's Heart Collector's Edition,Single,9.99,False,Unknown,0.0,857,10221,9605,21815,1236,14,2,6,21814,17,2016
Casual,Slayaway Camp - Santa's Slay Expansion,Single,1.99,False,7,0.0,1009,24140,22711,21540,1313,6,5,171,21539,17,2016
Simulation,Yu-Gi-Oh! Legacy of the Duelist,Single,19.99,False,Very,0.0,3818,31455,29461,16899,6756,15,15,24,16898,17,2016
Simulation,Yu-Gi-Oh! Duelist Kingdom,Single,4.99,False,Mostly,0.0,3818,31451,29457,19372,6756,10,15,155,19371,17,2016
Simulation,Yu-Gi-Oh! GX Lost Duels,Single,4.99,False,Positive,0.0,3818,31453,29459,19373,6756,13,15,155,19372,17,2016
Simulation,Yu-Gi-Oh! ZEXAL Dark Mist Saga,Single,4.99,False,3,0.0,3818,31458,29464,19375,6756,2,15,155,19374,17,2016
Simulation,Yu-Gi-Oh! 5D’s For the Future,Single,4.99,False,6,0.0,3818,31436,29442,19374,6756,5,15,155,19373,17,2016
Simulation,Yu-Gi-Oh! ARC-V Yuto v. Sylvio,Single,4.99,False,8,0.0,3818,31440,29446,19376,6756,7,15,155,19375,17,2016
Adventure,HEX: Entrath Awaits Bundle,Single,12.99,False,4,0.0,3164,12141,11411,21867,4232,3,2,171,21866,17,2016
Action,Total War: WARHAMMER - Grey Wizard,Single,0.0,False,Mostly,0.0,5956,28437,26708,21056,2091,10,1,171,21055,17,2016
Action,Total War: WARHAMMER - Jade Wizard,Single,0.0,False,Mostly,0.0,5956,28439,26710,21055,2091,10,1,171,21054,17,2016
nan,PLANNES,Single,14.99,False,5,0.0,7288,18538,27768,21565,9767,4,22,5,21564,17,1999
Action,Monster Puzzle,Single,0.99,False,Mixed,0.0,728,16774,15723,17537,3476,9,1,86,17536,17,2016
Action,Indie Game Sim,Single,7.99,False,Positive,0.0,4076,13476,12649,20927,5501,13,1,86,20926,17,2016
Adventure,Pocket Kingdom,Single,6.99,False,Positive,0.0,5376,19303,18096,15986,5,13,2,6,15985,17,2016
Adventure,DROD: Smitemaster's Selection Expansions 11+12,Single,4.99,False,Unknown,0.0,1266,6017,5622,13393,1649,14,2,171,13392,17,2016
Adventure,Cannonfire Concerto,Single,3.99,False,Positive,0.0,1359,4134,3857,21481,1782,13,2,6,21480,17,2016
nan,Arcade Saga,Single,19.99,False,Mostly,0.0,7288,1544,27768,16094,9767,10,22,5,16093,17,1999
nan,Street Champ VR,Single,0.99,False,Positive,0.0,7288,25405,27768,20951,9767,13,22,6,20950,17,1999
Action,Nitroplus Blasterz: Heroines Infinite Duel,Single,29.99,False,Very,63.0,7689,17695,16592,16940,2882,15,1,9,16939,17,2016
Indie,Winged Sakura: Demon Civil War,Single,9.99,False,Mostly,0.0,7479,30887,28919,16526,10042,10,10,136,16525,17,2016
Adventure,LaserCat,Single,0.99,False,Positive,0.0,1725,14752,13836,17682,2335,13,2,6,17681,17,2012
Indie,Winged Sakura: Demon Civil War - Soundtrack,Single,4.99,False,Unknown,0.0,7479,30888,28920,21791,10042,14,10,136,21790,17,2016
Adventure,Coffin of Ashes,Single,6.99,False,Very,0.0,1934,4982,4646,20709,5261,15,2,136,20708,17,2016
Adventure,VERLIES II - Verlies Origins,Single,0.0,False,Unknown,0.0,3839,29650,27861,21794,5173,14,2,6,21793,17,2016
Simulation,Yu-Gi-Oh! ARC-V Sora and Dipper,Single,4.99,False,2,0.0,3818,31439,29445,19377,6756,1,15,155,19376,17,2016
Simulation,Yu-Gi-Oh! ARC-V Gong v. Kit,Single,4.99,False,4,0.0,3818,31438,29444,19379,6756,3,15,155,19378,17,2016
Simulation,Yu-Gi-Oh! Waking the Dragons: Joey’s Journey,Single,4.99,False,Mixed,0.0,3818,31456,29462,19380,6756,9,15,155,19379,17,2016
Simulation,Yu-Gi-Oh! Waking the Dragons: Yugi’s Journey,Single,4.99,False,9,0.0,3818,31457,29463,19381,6756,8,15,155,19380,17,2016
Simulation,Yu-Gi-Oh! ARC-V Zuzu v. Julia,Single,4.99,False,3,0.0,3818,31441,29447,19378,6756,2,15,155,19377,17,2016
Simulation,Yu-Gi-Oh! ARC-V: Declan vs Celina,Single,4.99,False,6,0.0,3818,31443,29449,19383,6756,5,15,155,19382,17,2016
Simulation,Yu-Gi-Oh! GX: Leaders,Single,4.99,False,Mixed,0.0,3818,31454,29460,19382,6756,9,15,155,19381,17,2016
Simulation,TS Marketplace: Three Country Corner Scenario Pack 01 Add-On,Single,9.99,False,5,0.0,2011,26221,24638,15038,8386,4,15,155,15037,17,2016
Simulation,FSX Steam Edition: Toposim Western Europe Add-On,Single,19.99,False,Mixed,0.0,2015,8869,8273,20146,9501,9,15,155,20145,17,2016
Simulation,FSX Steam Edition: Toposim Eastern Europe Add-On,Single,14.99,False,1,0.0,2015,8852,8256,20149,9501,0,15,155,20148,17,2016
Adventure,Sacred Almanac Traces of Greed,Single,4.99,False,Mixed,0.0,5916,23133,21759,20628,3289,9,2,26,20627,17,2016
nan,Escape Artist: The Trial,Single,0.99,False,9,0.0,7288,8276,27768,21139,9767,8,22,6,21138,17,1999
Action,EARTH'S DAWN,Single,29.99,False,Very,0.0,5809,7754,7231,17597,10794,15,1,5,17596,17,2016
Action,The Sandbox Evolution - Soundtrack,Single,1.99,False,Unknown,0.0,7288,27650,25982,21323,6813,14,1,5,21322,17,2016
